Date Spotted,Competitor,Platform,Ad Format,Copy Angle,Headline / Primary Text,Description / Body Copy,Visual Style,CTA,Ad Library Link,Video Link,Notes / Observations,Still Active,First Seen
2026-03-14,Beehiiv,LinkedIn,Single Image Ad,,Founder & CEO of AdOutreach™ | YouTube Ads & Video Marketing Expert | CEO of ThumbnailCreator.com AI YouTube Thumbnail SaaS | Author of Video Authority | Learn How to use YouTube Ads to Skyrocket Your Leads & Sales! 🚀,beehiiv — The newsletter platform built for growth,Static image,,https://www.linkedin.com/ad-library/detail/1188087883?trk=ad_library_ad_preview_content_image,,Total active: 327,Yes,2026-03-14
2026-03-14,Beehiiv,LinkedIn,Single Image Ad,,"Disciple, husband, father, and entrepreneur, in that order. LDS in DFW. Starting businesses on repeat and posting all about it.",Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1177147953?trk=ad_library_ad_preview_content_image,,Total active: 327,Yes,2026-03-14
2026-03-14,Beehiiv,LinkedIn,Single Image Ad,,Revenue Operations Strategist,Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1177740033,,Total active: 327,Yes,2026-03-14
2026-03-14,Beehiiv,LinkedIn,Single Image Ad,,Cooking Show Host🧑🍳//Exec Marketer//My brownies made Craig quit LinkedIn//krys@rpdnk.tv,Nostalgic Cosmic Brownies: Retro Dessert Reimagined for Adults,Static image,,https://www.linkedin.com/ad-library/detail/1177147963?trk=ad_library_ad_preview_content_image,,Total active: 327,Yes,2026-03-14
2026-05-04,Morning Brew,LinkedIn,Single Image Ad,,My video ad about video ads #ad,Paid partnership w/ LinkedIn,Static image,,https://www.linkedin.com/ad-library/detail/1205285743,,Total active: 131,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Most employees want to create polished presentations — but lack the design skills to do it well.,"Request Corporate Training Brochure and Consultation Today | Claim up to $10,000 SkillsFuture Enterprise Credits",Static image,,https://www.linkedin.com/ad-library/detail/1400331476?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Your brand inconsistency is costing you more than you think.,Request Program Outline Brochure | Up tp 90% SkillsFuture Enterprise Credits Claimable,Static image,,https://www.linkedin.com/ad-library/detail/1400201776?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Your business may have a logo…,Request the Course Outline Brochure | SkillsFuture Credits Claimable,Static image,,https://www.linkedin.com/ad-library/detail/1400310966?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Upskilling your marketing team into AI-ready, high-impact marketing professionals.",Corporate Training for Modern Marketing Teams | Request Corporate Training Brochure Today,Static image,,https://www.linkedin.com/ad-library/detail/1390315176?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Upskilling your team into AI-ready, high-impact marketing professionals.",SkillsFuture Enterprise Credits Claimbale Training | Request Corporate Training Brochure Today,Static image,,https://www.linkedin.com/ad-library/detail/1392012996?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Your business may have a logo…,Request the Course Outline Brochure | SkillsFuture Credits Claimable,Static image,,https://www.linkedin.com/ad-library/detail/1395807386?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Build a Team That Thinks, Designs, and Executes Better",What if your team could:,Static image,,https://www.linkedin.com/ad-library/detail/1403490806?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Your brand inconsistency is costing you more than you think.,"Request Course Outline Brochure | Up to $10,000 Claimable SkillsFuture Enterprise Credits",Static image,,https://www.linkedin.com/ad-library/detail/1400172146?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Turn your team into high-performing, execution-driven professionals.","In this corprorate program, you’ll discover:",Static image,,https://www.linkedin.com/ad-library/detail/1403392536?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Upskilling your team into AI-ready, high-impact marketing professionals.",Corporate Training for Modern Marketing Teams | Request Corporate Training Brochure Today,Static image,,https://www.linkedin.com/ad-library/detail/1390846456?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Upskilling your team into AI-ready, high-impact marketing professionals.",SkillsFuture Enterprise Credits Claimable for Companies | Request Corporate Training Brochure Today,Static image,,https://www.linkedin.com/ad-library/detail/1392003116?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Upskilling your team into AI-ready, high-impact marketing professionals.",SkillsFuture Claimable Training for Companies | Request Corporate Training Brochure Today,Static image,,https://www.linkedin.com/ad-library/detail/1391892796?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Built by me. Built for all of us.,I didn’t start HustleHub with everything figured out.,Static image,,https://www.linkedin.com/ad-library/detail/1398921066?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,"Learn how to create impactful pitch decks, proposals, sales reports, marketing materials, and presentations that stand o…",Turn Presentations & Reports into Engaging Visuals with Canva | Limited Slots Only,Static image,,https://www.linkedin.com/ad-library/detail/1403421646?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,The Hustle,LinkedIn,Single Image Ad,,Does your team design presentations that actually influence decisions?,"Request Corporate Training Brochure and Consultation Today | Claim up to $10,000 SkillsFuture Enterprise Credits",Static image,,https://www.linkedin.com/ad-library/detail/1400212316?trk=ad_library_ad_preview_content_image,,Total active: 358,Yes,2026-05-04
2026-05-04,Hacker News,LinkedIn,Single Image Ad,,AI is changing how sales teams work. Join us for an evening with the leaders and startups at the frontier.,> Hear how t…,Static image,,https://www.linkedin.com/ad-library/detail/1392320236?trk=ad_library_ad_preview_content_image,,Total active: 4,Yes,2026-05-04
2026-05-04,Meta Ads,LinkedIn,Single Image Ad,,"Join industry leaders and Meta experts for a deep-dive into the tools, tactics, and insights driving real business growt…",Register now: Virtual Meta Performance Marketing Summit 5/13,Static image,,https://www.linkedin.com/ad-library/detail/1400225496?trk=ad_library_ad_preview_content_image,,Total active: 592,Yes,2026-05-04
2026-05-04,Meta Ads,LinkedIn,Single Image Ad,,"Hi %FIRSTNAME%,Its my pleasure to invite you to join me and other industry experts online, February 26th, for the WhatsApp Business Summit.nbsp;Ops leaders want to make their customer interactions simpler, more efficient, and scalable. Recently commissioned research found that a composite organization experienced an ROI of 275% from adopting WhatsApp for Business over three years, with a Net Present Value of USD $21.8 million.We’ll be diving deeper into this research, sharing best practices, and",Elie Antoun,Static image,,https://www.linkedin.com/ad-library/detail/1064982326,,Total active: 592,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Quick question—are you going to The Newsletter Conference?,NYC Publisher Breakfast — May 15,Static image,,https://www.linkedin.com/ad-library/detail/1285997244?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"As inflation slows, consumers aren't pulling back spend. They're shifting it. Find out how this shift affects on-time pa…",See How Behavioral Shifts Are Reshaping Consumer Credit Patterns,Static image,,https://www.linkedin.com/ad-library/detail/1395482896?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"Credit consumers are optimizing when, not whether, they pay. See how changing credit use impacts on-time payments and li…",Download The New Q1 Consumer Health Index Report,Static image,,https://www.linkedin.com/ad-library/detail/1395323236?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"Right now, you're probably locking in your 2026 compensation strategy and hoping it holds up. But a good strategy isn’t …",2026 Compensation Budgets & Trends Report,Static image,,https://www.linkedin.com/ad-library/detail/1392138186?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Timing distortions lead to false risk signals and lost revenue. Distinguish timing-driven NSF from real delinquency.,Recover 80% of your NSF failures,Static image,,https://www.linkedin.com/ad-library/detail/1395462926?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Capture 80% of funds that are predictably available on payday.,Is your risk model hallucinating?,Static image,,https://www.linkedin.com/ad-library/detail/1395343596?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"1 in 3 missed BNPL payments is driven by timing, not borrower risk. Download this case study and learn how to distinguis…",80% of your pre-payday failures are false alarms [Case Study],Static image,,https://www.linkedin.com/ad-library/detail/1395353326?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"Most paving contractors manage pieces of the process. Johnson & Sons owns all of it. We operate our own asphalt plant, p…",Built to handle your biggest paving projects.,Static image,,https://www.linkedin.com/ad-library/detail/1399120956?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"AG’s Retaining Wall Guide is designed to support architects, engineers, contractors and house builders in specifying ret…",Specification Guide for Retaining Walls,Static image,,https://www.linkedin.com/ad-library/detail/1278104624?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Timing distortions lead to false risk signals and lost revenue. Distinguish timing-driven NSF from real delinquency.,Recover 80% of your NSF failures,Static image,,https://www.linkedin.com/ad-library/detail/1395393436?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Q1 saw slower inflation and stable payrolls. What does that mean for consumer liquidity and credit? Download the report …,[New Report] What Slower Inflation Means For Consumer Credit,Static image,,https://www.linkedin.com/ad-library/detail/1392347696?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"The question is no longer if compensation leader should explore AI, it's how to do it right. Pave surveyed top compensat…",,Static image,,https://www.linkedin.com/ad-library/detail/1392220206?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Capture 80% of funds that are predictably available on payday.,Is your risk model hallucinating?,Static image,,https://www.linkedin.com/ad-library/detail/1395333496?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,"Meet Heathfield - AG’s new perforated concrete facing brick, crafted with a creased, clay-like finish.",Introducing AG's latest product,Static image,,https://www.linkedin.com/ad-library/detail/1279704394?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Paved,LinkedIn,Single Image Ad,,Smarter retaining solutions start with the right system.,Diamond Pro Air | Revolutionary Retaining Wall Block,Static image,,https://www.linkedin.com/ad-library/detail/1278004294?trk=ad_library_ad_preview_content_image,,Total active: 883,Yes,2026-05-04
2026-05-04,Beehiiv,LinkedIn,Single Image Ad,,I’ll roast your sales call | Helping founders see what’s costing them deals,Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1205796013?trk=ad_library_ad_preview_content_image,,Total active: 306,Yes,2026-05-04
2026-05-04,Beehiiv,LinkedIn,Single Image Ad,,Building the Creative Middle Class at Creator Access Network.,Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1209797663,,Total active: 306,Yes,2026-05-04
2026-05-04,Beehiiv,LinkedIn,Single Image Ad,,Lead magnets & newsletters | → leadletters.digital | Trainer @ TELUS Digital | Writer & Editor @ LeadMagnet.club,Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1210297873?trk=ad_library_ad_preview_content_image,,Total active: 306,Yes,2026-05-04
2026-05-04,Beehiiv,LinkedIn,Single Image Ad,,your business Mom 👩🏻🍼💜,Promoted by beehiiv,Static image,,https://www.linkedin.com/ad-library/detail/1252900073?trk=ad_library_ad_preview_content_image,,Total active: 306,Yes,2026-05-04
2026-05-04,Stratechery,Meta,Static (Image),,​,Active Library ID: 1196612409072684,Static image,,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Stratechery,,Scraped via Playwright,Yes,2026-05-04
2026-05-04,Bytes.dev,Meta,Static (Image),,​,Active Library ID: 1269740667959802,Static image,,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Bytes.dev,,Scraped via Playwright,Yes,2026-05-04
