url,status_code,title,title_length,h1_count,h1_text,meta_desc,word_count,issues
https://www.numeral.com/blog/ruby-card,200,Numeral acquires Ruby Card team,31,1,Numeral acquires Ruby Card team,"We are excited to welcome Ruby Card to our team. This marks our first acquisition, and with it, we now have seven YC founders working at Numeral.",4684,
https://www.numeral.com/blog/portugal-vat-rates-and-compliance,200,Portugal VAT Rates and Compliance (2025),40,1,Portugal VAT Rates and Compliance (2025),"Learn about Portugal’s 2025 VAT rates, registration rules, invoicing, and compliance tips for businesses selling goods or digital services.",6928,
https://www.numeral.com/blog/resale-certificates,200,Resale Certificates: Who Qualifies and How to Obtain One,56,1,Resale Certificates: Who Qualifies and How to Obtain One,"In the past, products and services were primarily sold in retail brick and mortar stores, so understanding and applying appropriate local sales tax was usually quite simple. Today, the internet allows individuals and businesses to sell their goods — including goods that they’re reselling — to customers anywhere in the world.",6183,
https://www.numeral.com/blog/saas-sales-tax-arizona,200,Is SaaS Taxable in Arizona?,27,1,Is SaaS Taxable in Arizona?,"Yes. SaaS (software as a service) revenue and most digital product sales in Arizona are taxable, and this tax money should be remitted to the state's tax agency as part of Arizona's transaction privilege tax (TPT). Arizona charges 5.60% at the state level, and, when combined with local taxes, 8.38% on average.",5517,
https://www.numeral.com/blog/saas-sales-tax-alaska,200,Is SaaS Taxable in Alaska in 2025?,34,1,Is SaaS Taxable in Alaska in 2025?,"Yes, in many areas. Although Alaska has no statewide sales tax, it does allow local governments to levy their own sales taxes. This means that individual cities and municipalities have the authority to tax software as a service (SaaS).",5302,
https://www.numeral.com/blog/saas-sales-tax-alabama,200,Is SaaS Taxable in Alabama in 2025?,35,1,Is SaaS Taxable in Alabama in 2025?,"No. Alabama does not classify software as a service (SaaS) as tangible personal property, unless it has a downloadable or physical component. This means that most SaaS offerings are not subject to sales and use tax in the state.",5436,
https://www.numeral.com/blog/saas-sales-tax-arkansas,200,Is SaaS Taxable in Arkansas in 2025?,36,1,Is SaaS Taxable in Arkansas in 2025?,"No. Software-as-a-service (SaaS) products are not taxable in Arkansas under the state’s current tax laws, which do not classify SaaS as either tangible personal property or a specified digital product.",5445,
https://www.numeral.com/blog/saas-sales-tax-california,200,Is SaaS Taxable in California in 2025?,38,1,Is SaaS Taxable in California in 2025?,"No. In California, SaaS (software as a service) is not subject to sales tax, because it is considered an intangible product, and therefore nontaxable, in the state.",5724,
https://www.numeral.com/blog/saas-sales-tax-chicago,200,Is SaaS Taxable in Chicago? Understanding PPLTT,47,1,Is SaaS Taxable in Chicago? Understanding PPLTT,"Yes. Although software as a service (SaaS) is not typically subject to sales tax in Illinois, it is taxable in the City of Chicago. This is due primarily to the Personal Property Lease Transaction Tax, or PPLTT.",5421,
https://www.numeral.com/blog/saas-sales-tax-delaware,200,Is SaaS Taxable in Delaware in 2025?,36,1,Is SaaS Taxable in Delaware in 2025?,"No. In Delaware, SaaS (Software as a Service) is not subject to sales tax, as Delaware is one of only five U.S. states that do not impose a sales tax.",4982,
https://www.numeral.com/blog/saas-sales-tax-florida,200,Is SaaS Taxable in Florida in 2025?,35,1,Is SaaS Taxable in Florida in 2025?,No. Florida does not impose a sales tax on SaaS (software as a service) or other digital goods sold within the state.,5555,
https://www.numeral.com/blog/saas-sales-tax-connecticut,200,Is SaaS Taxable in Connecticut in 2025?,39,1,Is SaaS Taxable in Connecticut in 2025?,Yes. Software-as-a-service (SaaS) is typically taxable in Connecticut. The rate at which SaaS is taxed depends on how it is used and the type of service it provides.,5605,
https://www.numeral.com/blog/saas-sales-tax-colorado,200,Is SaaS Taxable in Colorado?,28,1,Is SaaS Taxable in Colorado?,"Yes, in some parts of the state. SaaS (software as a service) is considered “non-tangible” under Colorado law, meaning that it’s not taxable at the state level. However, some local jurisdictions in Colorado have their own taxation rules regarding SaaS products and services. So in certain areas, including Denver, some SaaS offerings are taxable.",5309,
https://www.numeral.com/blog/saas-sales-tax-district-of-columbia,200,Is SaaS Taxable in Washington D.C.?,35,1,Is SaaS Taxable in Washington D.C.?,"Yes. Software as a service (SaaS) is taxable in Washington D.C. The District applies a 6% sales tax rate to SaaS transactions, categorizing them as digital goods or data processing services.",5632,
https://www.numeral.com/blog/saas-sales-tax-georgia,200,Is SaaS Taxable in Georgia in 2025?,35,1,Is SaaS Taxable in Georgia in 2025?,"No. In Georgia, SaaS (software as a service) isn't directly taxable. However, many digital goods are. At the beginning of 2024, Georgia began taxing some digital goods and services, including video games and e-books. Currently, however, streaming video and SaaS are not on the list of taxable products.",5310,
https://www.numeral.com/blog/saas-sales-tax-idaho,200,Is SaaS Taxable in Idaho in 2025?,33,1,Is SaaS Taxable in Idaho in 2025?,"No. Software as a service (SaaS) is not currently taxable in Idaho. However, the Idaho Tax Commission does tax certain digital goods, including what it defines as “canned software” (software that is delivered in a tangible or downloadable format).",5473,
https://www.numeral.com/blog/saas-sales-tax-hawaii,200,Is SaaS Taxable in Hawaii?,26,1,Is SaaS Taxable in Hawaii?,"Yes. SaaS (software as a service) is taxable in Hawaii; the state applies its general excise tax, or GET for short, to most SaaS products.",5600,
https://www.numeral.com/blog/saas-sales-tax-illinois,200,Is SaaS Taxable in Illinois in 2026?,36,1,Is SaaS Taxable in Illinois in 2026?,"While Illinois does not typically tax software as a service (SaaS), certain local jurisdictions — including the city of Chicago — do. For example, some SaaS providers may fall under the scope of Chicago’s Personal Property Lease Transaction Tax (PPLTT).",5486,
https://www.numeral.com/blog/saas-sales-tax-louisiana,200,Is SaaS Taxable in Louisiana in 2026?,37,1,Is SaaS Taxable in Louisiana in 2026?,"Yes. As of January 1, 2025, software-as-a-service (SaaS) is taxable in Louisiana with the passage of House Bill 8.",5411,
https://www.numeral.com/blog/saas-sales-tax-kansas,200,Is SaaS Taxable in Kansas in 2025?,34,1,Is SaaS Taxable in Kansas in 2025?,"No. SaaS, or software as a service, is not subject to sales tax in Kansas; however, traditional downloadable software is taxed.",5467,
https://www.numeral.com/blog/saas-sales-tax-maryland,200,Is SaaS Taxable in Maryland?,28,1,Is SaaS Taxable in Maryland?,"Yes. In Maryland, SaaS (software as a service) is considered a digital product, which means that most B2C (business-to-consumer) sales are taxed. However, there are several exemptions and exceptions, and most B2B (business-to-business) sales are not taxed.",5216,
https://www.numeral.com/blog/saas-sales-tax-indiana,200,Is SaaS Taxable in Indiana in 2025?,35,1,Is SaaS Taxable in Indiana in 2025?,"No. Indiana does not tax SaaS (software as a service). However, certain digital goods are taxable, so it’s important to understand the state’s tax regulations.",5487,
https://www.numeral.com/blog/saas-sales-tax-iowa,200,Is SaaS Taxable in Iowa?,24,1,Is SaaS Taxable in Iowa?,"Yes. Iowa currently imposes a 6% state tax rate on most SaaS (software as a service) transactions, meaning that a business providing SaaS to customers in Iowa typically needs to collect and remit sales tax on each sale.",5809,
https://www.numeral.com/blog/saas-sales-tax-maine,200,Is SaaS Taxable in Maine in 2025?,33,1,Is SaaS Taxable in Maine in 2025?,"No. SaaS (software as a service) is currently exempt from sales tax in Maine; however, the state does tax many digital goods, such as downloadable music, e-books, and video games.",5609,
https://www.numeral.com/blog/saas-sales-tax-massachusetts,200,Is SaaS Taxable in Massachusetts?,33,1,Is SaaS Taxable in Massachusetts?,Yes. Massachusetts taxes SaaS (software as a service) under its current rules for prewritten software and digital services.,5630,
https://www.numeral.com/blog/saas-sales-tax-michigan,200,Is SaaS Taxable in Michigan?,28,1,Is SaaS Taxable in Michigan?,"In most cases, no. In Michigan, SaaS (software as a service) is typically not subject to sales tax unless it includes a downloadable component.",5395,
https://www.numeral.com/blog/saas-sales-tax-kentucky,200,Is SaaS Taxable in Kentucky?,28,1,Is SaaS Taxable in Kentucky?,"Yes. As of January 1, 2023, SaaS (software as a service) transactions are subject to Kentucky’s 6% sales and use tax. However, for SaaS to be taxable in Kentucky, certain criteria have to be met, and there are exceptions.",5681,
https://www.numeral.com/blog/saas-sales-tax-minnesota,200,Is SaaS Taxable in Minnesota in 2025?,37,1,Is SaaS Taxable in Minnesota in 2025?,"No. Minnesota currently does not tax software-as-a-service (SaaS) products. However, some digital products, including e-books and digital audio files, are subject to state taxation.",5493,
https://www.numeral.com/blog/saas-sales-tax-mississippi,200,Is SaaS Taxable in Mississippi in 2025?,39,1,Is SaaS Taxable in Mississippi in 2025?,"Yes. As of July 1, 2023, software as a service (SaaS) is taxable at the state sales tax rate of 7% if the software is maintained on a server physically located in the state and if the SaaS provider has nexus in Mississippi.",5448,
https://www.numeral.com/blog/saas-sales-tax-nevada,200,Is SaaS Taxable in Nevada in 2025?,34,1,Is SaaS Taxable in Nevada in 2025?,"Learn about SaaS sales tax in Nevada, including taxability rules, rates, and compliance tips to ensure your business stays tax-compliant.",5568,
https://www.numeral.com/blog/saas-sales-tax-nebraska,200,Is SaaS Taxable in Nebraska in 2025?,36,1,Is SaaS Taxable in Nebraska in 2025?,"Learn about SaaS sales tax in Nebraska, including taxability rules, rates, and compliance tips to ensure your business stays tax-compliant.",5690,
https://www.numeral.com/blog/saas-sales-tax-new-hampshire,200,Is SaaS Taxable in New Hampshire in 2025?,41,1,Is SaaS Taxable in New Hampshire in 2025?,No. SaaS (software as a service) is not subject to New Hampshire sales tax because the state has no general sales tax.,4962,
https://www.numeral.com/blog/saas-sales-tax-missouri,200,Is SaaS Taxable in Missouri in 2025?,36,1,Is SaaS Taxable in Missouri in 2025?,"Learn about SaaS sales tax in Missouri, including taxability rules, rates, and compliance tips to ensure your business stays tax-compliant.",5541,
https://www.numeral.com/blog/saas-sales-tax-new-jersey,200,Is SaaS Taxable in New Jersey in 2025?,38,1,Is SaaS Taxable in New Jersey in 2025?,"No. According to the New Jersey Tax Division, cloud-computing services — including SaaS (software as a service) — are generally not subject to sales and use tax. An exception is when they are classified as information services.",5302,
https://www.numeral.com/blog/saas-sales-tax-new-york,200,Responsive YouTube Embed,24,1,Is SaaS Taxable in New York in 2025?,"Yes. New York considers SaaS (software as a service) to be tangible personal property, and it is subject to sales tax at a current rate of 4% at the state level. Including local taxes, SaaS is taxed at an average combined rate of 8.53%. This tax applies if your business has nexus in New York (a physical presence in the state or meeting certain sales thresholds there).",5768,
https://www.numeral.com/blog/saas-sales-tax-new-mexico,200,Is SaaS Taxable in New Mexico in 2025?,38,1,Is SaaS Taxable in New Mexico in 2025?,"Yes. software-as-a-service (SaaS) is taxable in New Mexico. If your company has nexus and offers SaaS to consumers or businesses, you must collect taxes and remit them to the state.",5410,
https://www.numeral.com/blog/saas-sales-tax-montana,200,Is SaaS Taxable in Montana in 2025?,35,1,Is SaaS Taxable in Montana in 2025?,No. SaaS (software as a service) is not subject to Montana sales tax because the state has no general sales tax.,4908,
https://www.numeral.com/blog/saas-sales-tax-north-carolina,200,‍Is SaaS Taxable in North Carolina in 2025?,43,1,‍Is SaaS Taxable in North Carolina in 2025?,"No. North Carolina does not tax software as a service (SaaS), but the state does tax some digital goods. The state applies a tax of 4.75% to sales of items that it defines as tangible personal property. SaaS is considered a service in North Carolina and, therefore, is not taxable.",5159,
https://www.numeral.com/blog/saas-sales-tax-north-dakota,200,Is SaaS Taxable in North Dakota in 2025?,40,1,Is SaaS Taxable in North Dakota in 2025?,"No. North Dakota does not tax software as a service (SaaS), but the state does tax prewritten software delivered electronically or transferred from one computer to another via storage media.",5467,
https://www.numeral.com/blog/saas-sales-tax-ohio,200,Is SaaS Taxable in Ohio?,24,1,Is SaaS Taxable in Ohio?,"Yes, many types of SaaS products are taxable in Ohio. Ohio taxes retail sales at a rate of 5.75%. And combined rates (including additional city or county taxes), on average, are 7.24%.‍",5518,
https://www.numeral.com/blog/saas-sales-tax-pennsylvania,200,Is SaaS Taxable in Pennsylvania?,32,1,Is SaaS Taxable in Pennsylvania?,"Yes. According to the Pennsylvania Department of Revenue, any property that is tangible is taxable. For the purpose of sales tax, Pennsylvania considers SaaS to be tangible property and therefore taxable.",5667,
https://www.numeral.com/blog/saas-sales-tax-oklahoma,200,Is SaaS Taxable in Oklahoma in 2025?,36,1,Is SaaS Taxable in Oklahoma in 2025?,"Learn about SaaS sales tax in Oklahoma, including taxability rules, rates, and compliance tips to ensure your business stays tax-compliant.",5573,
https://www.numeral.com/blog/saas-sales-tax-oregon,200,Is SaaS Taxable in Oregon in 2025?,34,1,Is SaaS Taxable in Oregon in 2025?,No. SaaS (software as a service) is not subject to Oregon sales tax because the state has no general sales tax.,5061,
https://www.numeral.com/blog/saas-sales-tax-south-carolina,200,Responsive YouTube Embed,24,1,Is SaaS Taxable in South Carolina in 2025?‍,"Yes. In South Carolina, software as a service (SaaS) is generally subject to sales and use tax.",6133,
https://www.numeral.com/blog/saas-sales-tax-tennessee,200,Is SaaS Taxable in Tennessee?,29,1,Is SaaS Taxable in Tennessee?,Yes. SaaS (software as a service) is taxable in Tennessee in many situations. Businesses that are transacting with customers in Tennessee must collect and remit sales if they have nexus.,5171,
https://www.numeral.com/blog/saas-sales-tax-puerto-rico,200,Is SaaS Taxable in Puerto Rico in 2025?‍,40,1,Is SaaS Taxable in Puerto Rico in 2025?‍,"Yes. Puerto Rico charges a sales and use tax, called impuesto sobre ventas y uso (IVU). Unless the sale is exempt, software as a service (SaaS) is subject to this tax.",5498,
https://www.numeral.com/blog/saas-sales-tax-south-dakota,200,Is SaaS Taxable in South Dakota?,32,1,Is SaaS Taxable in South Dakota?,"Yes. In South Dakota, software as a service (SaaS) is taxable. The state imposes a 4.2% base sales tax rate, with some local jurisdictions applying their own, additional, sales tax.",5628,
https://www.numeral.com/blog/saas-sales-tax-rhode-island,200,Is SaaS Taxable in Rhode Island in 2025?,40,1,Is SaaS Taxable in Rhode Island in 2025?,"Yes. Most digital goods and services are subject to a sales tax in Rhode Island. However, a seller is required to collect taxes on SaaS (software as a service) products only if they have nexus in the state.",5223,
https://www.numeral.com/blog/saas-sales-tax-texas,200,Is SaaS Taxable in Texas?,25,1,Is SaaS Taxable in Texas?,"Yes. SaaS (software as a service) is subject to a 6.25% sales tax in Texas. Several related services are also taxable if they are packaged with SaaS offerings. There are, however, several factors that determine the final tax rate. For example, some software and digital services qualify for a 20% tax exemption.",5611,
https://www.numeral.com/blog/saas-sales-tax-utah,200,Is SaaS Taxable in Utah?,24,1,Is SaaS Taxable in Utah?,"Yes. Utah taxes software as a service (SaaS). Companies that have nexus in Utah need to collect and remit sales tax on sales to Utah-based customers. Utah’s current statewide base sales tax rate is 4.85%, and in some Utah cities and counties, an additional local sales tax is applied.",5415,
https://www.numeral.com/blog/saas-sales-tax-vermont,200,Responsive YouTube Embed,24,1,Is SaaS Taxable in Vermont in 2025?,"Yes. As of July 1, 2024, software as a service (SaaS) is taxable in Vermont. With the passage of Act 183 (H.887), a sales and use tax has been applied to prewritten computer software, regardless of how it is delivered or accessed. This includes SaaS.",5763,
https://www.numeral.com/blog/saas-sales-tax-virginia,200,Is SaaS Taxable in Virginia in 2025?,36,1,Is SaaS Taxable in Virginia in 2025?,"No. SaaS (software as a service) sales aren't currently taxable in Virginia. Sales of digital goods and cloud-based products are also not subject to sales tax in the state. That being said, Virginia’s Joint Subcommittee on Tax Policy is actively discussing the financial impact of implementing new taxes on software and digital goods.",5174,
https://www.numeral.com/blog/saas-sales-tax-wisconsin,200,Is SaaS Taxable in Wisconsin in 2025?,37,1,Is SaaS Taxable in Wisconsin in 2025?,"No. Software as a service (SaaS) is not taxable under Wisconsin’s current sales and use tax laws. According to the Wisconsin Department of Revenue, SaaS would typically fall into a nontaxable category known as “data processing services.” However, certain digital goods and electronically delivered software may be subject to tax.",5558,
https://www.numeral.com/blog/saas-sales-tax-west-virginia,200,Is SaaS Taxable in West Virginia?,33,1,Is SaaS Taxable in West Virginia?,"Yes. West Virginia taxes SaaS (software as a service) at a rate of 6%. With local taxes added, the average combined tax rate is 6.57%. This tax applies when a seller has nexus in West Virginia (a physical or economic connection to the state — more on nexus in a bit).",5382,
https://www.numeral.com/blog/saas-sales-tax-wyoming,200,Is SaaS Taxable in Wyoming in 2025?,35,1,Is SaaS Taxable in Wyoming in 2025?,"No. Because it is classified as a service rather than as tangible personal property, software as a service (SaaS) is not currently taxable in Wyoming. This classification is due in part to the fact that end users do not gain permanent access to the software.",5552,
https://www.numeral.com/blog/saas-sales-tax-washington,200,Is SaaS Taxable in Washington?,30,1,Is SaaS Taxable in Washington?,Yes. SaaS (software as a service) sales are nearly always taxable in Washington. The current state-level tax rate is 6.5%. Many local jurisdictions (such as cities and counties) in Washington impose their own sales tax as well. Staying informed about both state and local tax rates is key to ensuring compliance.,5401,
https://www.numeral.com/blog/sales-tax-amnesty-programs,200,Sales Tax Amnesty Programs: 2025 Edition,40,1,Sales Tax Amnesty Programs: 2025 Edition,"States will offer sales tax amnesty programs from time to time. For non-compliant businesses, these programs provide a path to getting back into compliance and often allow for reduced or eliminated interest, fines, and penalties.",6031,
